station_name,hour,day_of_week_num,actual_rides,predicted_rides
Sedgwick St & Schiller St,7,2,1,1.1786687772711315
Sedgwick St & Huron St,11,4,1,1.2888372778761623
Sheridan Rd & Buena Ave,20,4,1,1.133053571767223
Southport Ave & Roscoe St,7,6,1,1.1490343765366824
Larrabee St & Webster Ave,21,1,1,1.1855441864803438
Desplaines St & Jackson Blvd,6,2,2,1.6187557567524562
Sangamon St & Washington Blvd,14,5,1,1.4356860696114844
Columbus Dr & Randolph St,17,4,1,2.5812102183162553
Desplaines St & Jackson Blvd,8,0,1,1.5637821811131292
Clarendon Ave & Gordon Ter,23,3,1,1.1336281346645638
Southport Ave & Wrightwood Ave,17,1,1,1.207477351757197
Sedgwick St & North Ave,17,1,2,1.3954691065207436
Morgan St & Polk St,16,0,2,1.7244032896781847
Franklin St & Illinois St,14,5,2,1.866180239185353
Damen Ave & Thomas St (Augusta Blvd),13,2,1,1.384469726967277
Sheridan Rd & Buena Ave,11,1,2,1.1511527456111088
Lincoln Ave & Diversey Pkwy,19,3,2,1.601480724874635
California Ave & Cortez St,18,2,1,1.117561081306616
Milwaukee Ave & Wabansia Ave,10,4,2,1.1713441720095472
Sangamon St & Washington Blvd,12,1,1,1.1705895085272804
Clinton St & Jackson Blvd,16,6,2,1.3002192454381365
Morgan St & 18th St,18,2,1,1.1046043000432102
Clinton St & Lake St,11,6,1,1.181384517335856
Damen Ave & Chicago Ave,17,3,3,1.2854791897676383
Lincoln Ave & Diversey Pkwy,17,4,2,2.06421717301464
Wells St & Hubbard St,7,5,1,1.1615900456332109
Western Ave & 62nd St,14,0,1,1.1018050115683815
Southport Ave & Wellington Ave,13,6,1,1.2012170316287867
State St & Randolph St,8,3,2,1.4793085850133993
DuSable Lake Shore Dr & Wellington Ave,16,1,1,1.2653467094550834
Broadway & Cornelia Ave,1,6,1,1.12887527116782
Franklin St & Adams St (Temp),16,3,1,2.4658694109468104
Damen Ave & Cullerton St,10,5,1,1.1175724865675605
Cityfront Plaza Dr & Pioneer Ct,9,2,2,1.2042074370421
Loomis St & Jackson Blvd,16,1,1,1.2494760926445876
Canal St & Adams St,18,2,2,2.676166864688215
Desplaines St & Kinzie St,10,5,2,2.1621678996957634
Sheridan Rd & Irving Park Rd,5,0,1,1.0927246878733798
Larrabee St & North Ave,19,2,1,1.2447293842707992
Chicago Ave & Sheridan Rd,18,3,1,1.1796168179899518
LaSalle St & Adams St,16,0,1,1.4686984609643332
Clark St & Elm St,7,3,3,3.8584703810551337
Desplaines St & Jackson Blvd,12,1,1,1.7629405609076974
Western Ave & Winnebago Ave,11,2,1,1.2252491899684277
Wells St & Concord Ln,1,5,1,2.0404544635928734
Broadway & Wilson - Truman College Vaccination Site,9,6,1,1.1260892336023958
Larrabee St & Kingsbury St,16,3,6,3.2405626553006086
Lincoln Ave & Belle Plaine Ave,19,1,1,1.222736495082406
Halsted St & Archer Ave,13,6,2,1.1364888805684732
Broadway & Barry Ave,19,4,1,1.6676950065390517
Broadway & Argyle St,7,1,1,1.1659110732797804
Kingsbury St & Kinzie St,18,0,5,5.390102356722561
Sheffield Ave & Wrightwood Ave,19,3,1,1.2473753380785846
Broadway & Belmont Ave,7,1,2,1.809488213750407
Clarendon Ave & Leland Ave,10,6,1,1.1596225049353108
St. Clair St & Erie St,11,6,1,1.5492854696840104
Peoria St & Jackson Blvd,11,6,1,1.5424380453643776
Wolcott Ave & Polk St,18,5,1,1.2931468349783048
Lincoln Ave & Sunnyside Ave,15,5,1,1.4144126813156441
Clark St & Berwyn Ave,18,3,1,1.1501674229110308
Wilton Ave & Belmont Ave,15,2,4,1.3100654403709533
Clark St & Winnemac Ave,18,6,1,1.2752192013776225
Halsted St & Roscoe St,18,5,3,1.3857171530014414
Sedgwick St & North Ave,16,5,2,1.3822635698706642
Clark St & Lincoln Ave,13,5,1,1.3700623947796717
Ravenswood Ave & Lawrence Ave,10,3,1,1.1852061994147496
Paulina St & 18th St,20,2,1,1.217733256199602
Southport Ave & Waveland Ave,10,5,1,1.2629808412087589
California Ave & Francis Pl (Temp),12,4,1,1.130543728821708
Fairbanks Ct & Grand Ave,19,5,2,1.438265852740261
Sheffield Ave & Kingsbury St,18,6,1,1.1666139405747793
Kingsbury St & Kinzie St,15,2,3,2.292325036117992
Wells St & Huron St,16,1,4,2.354705781447654
Ellis Ave & 60th St,6,3,1,1.7190330320149283
Racine Ave & 13th St,5,5,1,1.0105654534177213
Desplaines St & Jackson Blvd,7,2,2,1.619222812446644
Halsted St & Polk St,17,1,1,2.136156149884461
Milwaukee Ave & Grand Ave,6,1,1,1.1676777937925513
Southport Ave & Clybourn Ave,19,1,2,1.222736495082406
Elizabeth (May) St & Fulton St,20,4,2,1.1302367540581157
University Ave & 57th St,19,0,3,2.921570034798363
Leavitt St & Belmont Ave,15,5,1,1.4144126813156441
Lincoln Ave & Peterson Ave,1,2,1,1.0798673962982017
Southport Ave & Irving Park Rd,18,3,2,1.2995842817756391
Sheffield Ave & Wellington Ave,16,4,2,1.4693277726163267
Logan Blvd & Elston Ave,13,2,1,1.1535544725974916
Dearborn St & Erie St,7,3,1,1.6660241453592846
Dearborn St & Monroe St,18,3,3,1.839408442282331
Sheffield Ave & Fullerton Ave,12,0,2,1.322782108836347
Clinton St & Roosevelt Rd,15,6,1,1.2632488713590364
Sacramento Ave & Pershing Rd,10,4,1,1.0877640330277927
Oakley Ave & Irving Park Rd,17,4,2,1.1097528988036112
Columbus Dr & Randolph St,9,5,2,1.2241356563225592
Southport Ave & Wellington Ave,11,5,1,1.210351634446048
Woodlawn Ave & Lake Park Ave,7,4,1,1.190564165424509
St. Clair St & Erie St,12,0,2,2.961274933485847
Ellis Ave & 58th St,13,1,2,1.1307285146455668
LaSalle Dr & Huron St,17,3,3,2.6556703087593037
Rush St & Hubbard St,14,3,1,1.1217928250794458
Ellis Ave & 60th St,19,3,1,2.292984661190724
Mies van der Rohe Way & Chicago Ave,7,3,3,1.3686003457337557
Woodlawn Ave & 55th St,13,1,1,1.5163598180645297
LaSalle St & Illinois St,2,4,2,1.0495431939505366
Wabash Ave & Adams St,20,2,1,1.2210287107450564
Clark St & Elm St,0,3,1,1.1420382046155846
Racine Ave & Randolph St,15,4,2,1.3236908633882039
Harper Ave & 59th St,9,2,1,1.123057594618953
Kingsbury St & Erie St,18,0,2,1.9808305972196276
Albany Ave & 26th St,14,5,1,1.1693398922172376
Sheffield Ave & Willow St,7,2,1,1.150905966777391
Elmwood Ave & Austin St,15,1,1,1.2431867123812987
Dearborn St & Van Buren St,14,5,1,1.2560180541786763
Ravenswood Ave & Irving Park Rd,9,1,1,1.1244387469672565
California Ave & Milwaukee Ave,16,4,2,1.7031349582213682
Wabash Ave & 16th St,9,0,2,1.2318512238829937
Ellis Ave & 60th St,23,0,1,1.1297386720390148
LaSalle St & Adams St,18,4,1,1.585569208415485
Franklin St & Illinois St,19,4,2,2.2111539582920665
State St & Kinzie St,12,5,4,1.5169019990250157
State St & Randolph St,16,3,1,1.7570570815576227
Clark St & Leland Ave,8,6,1,1.1010482741406842
900 W Harrison St,11,2,1,1.171444256225115
University Ave & 57th St,12,4,3,1.6654656372609153
Sheridan Rd & Montrose Ave,19,2,2,1.2840702143567473
Central St Metra,17,3,1,1.1745919025275502
Canal St & Adams St,6,3,1,1.4038918320946052
Mies van der Rohe Way & Chicago Ave,9,5,1,1.1230008278436339
Logan Blvd & Elston Ave,7,4,1,1.1736852156228184
DuSable Lake Shore Dr & Wellington Ave,13,6,2,1.3249376151993775
Sheffield Ave & Willow St,20,2,2,1.286239312132147
Delano Ct & Roosevelt Rd,12,6,1,1.1372103276181078
Clark St & Drummond Pl,13,3,1,1.6427925789374458
Wells St & Evergreen Ave,1,4,1,1.0603405612638048
Wolcott Ave & Polk St,6,5,1,1.0586878484077191
Clark St & Armitage Ave,13,6,3,1.5767380391790606
Orleans St & Elm St,12,0,1,1.166739693456141
Wolcott Ave & Polk St,13,1,1,1.2509786599527508
Paulina St & Montrose Ave,16,3,1,1.1368045962166742
Wells St & Elm St,16,6,3,1.6303269318958895
Broadway & Argyle St,15,5,1,1.4428443361157945
DuSable Lake Shore Dr & Wellington Ave,12,4,1,1.2616924895746697
Noble St & Milwaukee Ave,15,4,1,1.3236908633882039
Kingsbury St & Erie St,17,3,3,1.957427576852112
Daley Center Plaza,18,4,2,2.496506303122402
Theater on the Lake,18,3,1,1.1443039834649906
Larrabee St & Division St,7,3,1,1.1670989287478089
Avers Ave & Belmont Ave,18,4,1,1.1610502871415123
Broadway & Cornelia Ave,17,3,1,1.2463683870201063
New St & Illinois St,19,5,1,1.4996258981389736
Dayton St & North Ave,17,5,2,1.4140628953733385
Cornell Ave & Hyde Park Blvd,23,6,1,1.0580590093342723
Clark St & Newport St,12,0,1,1.2474119967826145
Larrabee St & Division St,11,2,1,1.175233878700766
Sangamon St & Washington Blvd,18,4,1,1.3281250178035868
Aberdeen St & Monroe St,7,0,2,1.6174772590145539
Rush St & Superior St,14,6,1,1.3315334698143446
Ellis Ave & 58th St,15,0,1,1.3176503744728274
Michigan Ave & Washington St,14,1,2,1.6521877450035343
Wells St & Elm St,1,2,1,1.1394095039834862
New St & Illinois St,18,2,3,1.3235576698356613
Prairie Ave & Garfield Blvd,12,3,1,1.155565856500708
Clinton St & Washington Blvd,10,0,2,1.2688553225240538
Logan Blvd & Elston Ave,21,3,3,1.1459590018231693
Wilton Ave & Diversey Pkwy,16,3,1,1.9721923720414432
Paulina St & Flournoy St,22,6,1,1.0648244018029092
Halsted St & 69th St,16,2,1,1.1143013967915931
Sedgwick St & North Ave,10,3,2,1.8361184716604282
Damen Ave & Cortland St,11,4,1,1.1493266518675727
Damen Ave & Sunnyside Ave,19,2,1,1.2447293842707992
Pine Grove Ave & Waveland Ave,6,0,1,1.1020571440282914
Wells St & Huron St,17,2,2,3.3814681644035365
Central Park Ave & North Ave,7,0,1,1.1390226354958914
Racine Ave & Fullerton Ave,13,2,4,1.3442327840710369
Ogden Ave & Race Ave,14,0,1,1.2260898414619714
Broadway & Barry Ave,21,1,1,1.442090447885224
Wells St & Elm St,18,3,3,2.353931572641324
Emerald Ave & 31st St,9,0,1,1.1175479757582354
Morgan St & Lake St,11,5,1,1.3727396132281229
Clinton St & Madison St,8,2,2,4.346830726933737
Morgan St & Polk St,12,2,3,1.4887832687109768
Rush St & Superior St,15,2,3,1.9490457056342347
Desplaines St & Kinzie St,23,0,1,1.1328564079092762
Mies van der Rohe Way & Chicago Ave,15,3,1,2.563005544241547
Racine Ave & Congress Pkwy,15,6,2,1.2632488713590364
Halsted St & Wrightwood Ave,19,3,3,1.1914684172613346
Wells St & Huron St,5,3,1,2.386974209476614
Ashland Ave & Wellington Ave,17,5,1,1.2332360077474673
Broadway & Wilson - Truman College Vaccination Site,10,1,1,1.1020901287228748
State St & Pearson St,22,5,1,1.1181787390129474
State St & Randolph St,23,5,1,1.2253129026134575
Wells St & Huron St,0,5,1,1.8194420403325235
LaSalle St & Jackson Blvd,10,0,1,1.1873726109727272
Winchester Ave & Elston Ave,9,6,1,1.1240675779996188
Canal St & Madison St,8,0,1,3.0986058098109
Wells St & Huron St,17,2,2,3.3814681644035365
Clinton St & Washington Blvd,6,3,7,4.079103670863246
Carpenter St & Huron St,7,3,1,1.947907091518478
Wabash Ave & 16th St,8,1,1,1.7397469974500563
Wentworth Ave & 35th St,23,0,1,1.1024334660826494
Clark St & Ida B Wells Dr,23,3,1,1.1155169761005597
Sedgwick St & Huron St,13,0,1,1.75917260513185
Columbus Dr & Randolph St,17,4,3,2.5812102183162553
Halsted St & Roscoe St,18,2,3,1.6361515425125683
Ellis Ave & 60th St,18,0,2,1.9669663206485237
Ashland Ave & Wellington Ave,11,0,1,1.1422083574550665
Canal St & Taylor St,20,3,1,1.1603455902764943
Broadway & Thorndale Ave,11,4,1,1.1510632281866557
Lake Park Ave & 56th St,8,3,1,1.4630779336990347
Clark St & Schiller St,14,6,1,1.8288231782676612
Lincoln Ave & Diversey Pkwy,8,1,1,1.4692034339800335
Wells St & Huron St,21,1,1,1.3255792098271684
Halsted St & Clybourn Ave,9,0,1,1.446093001630013
Broadway & Waveland Ave,14,4,1,2.376872544016086
Southport Ave & Belmont Ave,8,6,1,1.0968491721344809
Woodlawn Ave & Lake Park Ave,8,0,1,1.157745420072751
Lincoln Ave & Roscoe St,18,1,1,1.3978894158340258
Larrabee St & North Ave,6,0,2,1.4295309205061995
Benson Ave & Church St,12,4,1,1.1315254798752488
Damen Ave & Cortland St,17,5,1,1.2332360077474673
Broadway & Wilson - Truman College Vaccination Site,19,6,1,1.1807348796415686
Franklin St & Illinois St,12,5,2,1.9984921646589922
Halsted St & Roscoe St,17,2,1,1.5256691912125853
Field Blvd & South Water St,18,5,2,1.3275048098675741
Lincoln Ave & Belmont Ave,18,2,2,1.8243573734974705
Michigan Ave & 18th St,13,5,1,1.2426790865139257
Noble St & Milwaukee Ave,10,4,1,1.338867632115661
Indiana Ave & Roosevelt Rd,11,0,1,1.5115010950010779
Rush St & Superior St,0,6,1,1.1700814970049658
Ellis Ave & 58th St,16,2,2,1.7868284778946548
Desplaines St & Kinzie St,10,5,2,2.1621678996957634
Aberdeen St & Jackson Blvd,16,6,2,1.2525335362061483
Columbus Dr & Randolph St,7,2,4,2.6933941662912253
Western Ave & Roscoe St,16,0,1,1.2160108902801965
Sheffield Ave & Wellington Ave,8,2,1,1.458283469341329
Aberdeen St & Jackson Blvd,18,3,3,1.49529460761457
McClurg Ct & Ohio St,20,4,1,1.1334159562636814
Ashland Ave & 74th St,16,3,1,1.1368045962166742
Halsted St & Maxwell St,11,4,1,1.2003622522904427
Michigan Ave & 14th St,14,4,1,1.1763159411454787
Delano Ct & Roosevelt Rd,16,4,3,1.2403406829684636
Larrabee St & Oak St,11,3,1,1.1859826165129903
Paulina St & Flournoy St,15,5,1,1.4345036116882475
Sedgwick St & Huron St,14,3,1,1.5961532826118618
Sheridan Rd & Irving Park Rd,7,3,2,1.1682830430585296
Federal St & Polk St,15,6,1,1.3209469675748557
Southport Ave & Waveland Ave,0,2,1,1.024777623404773
Clark St & Schreiber Ave,12,6,1,1.1375644911023763
Clarendon Ave & Gordon Ter,21,3,1,1.2102699604681717
Rhodes Ave & 32nd St,12,0,1,1.1635642845446914
LaSalle St & Washington St,10,3,2,1.157884868790588
Damen Ave & Leland Ave,10,2,1,1.1177057213584738
Halsted St & 18th St,17,2,1,1.1261426130467291
Greenview Ave & Jarvis Ave,8,1,1,1.164586678553173
St. Louis Ave & Fullerton Ave,16,5,1,1.3665205387852737
Clark St & Lincoln Ave,22,3,1,1.1330077511872938
Ritchie Ct & Banks St,19,0,2,1.2151861590601856
Wells St & Concord Ln,17,1,3,2.292661134617017
Canal St & Adams St,20,3,2,1.1806036786122673
Lincoln Ave & Belmont Ave,7,3,1,1.141359058842224
Daley Center Plaza,20,1,1,1.5102588027351986
Kimbark Ave & 53rd St,12,2,1,1.2005029576456314
Wabash Ave & Cermak Rd,11,5,2,1.2125343325265807
Wells St & Polk St,16,3,5,2.03074669270103
Leavitt St & Chicago Ave,15,5,2,1.4144126813156441
Shore Dr & 55th St,12,3,1,1.397439344005147
Adler Planetarium,1,2,1,1.0798673962982017
Michigan Ave & 8th St,9,0,1,1.138165157803213
New St & Illinois St,18,3,5,1.3113087502772176
Damen Ave & Walnut (Lake) St,22,2,1,1.167470291453553
Broadway & Barry Ave,20,0,2,1.3353781575268877
Cityfront Plaza Dr & Pioneer Ct,20,0,1,1.5505054687054707
Green St & Madison St,10,1,2,1.173172953594393
Halsted St & Maxwell St,18,6,1,1.1546906381751025
Field Blvd & South Water St,9,1,1,1.2275709981902267
Aberdeen St & Randolph St,1,3,1,1.0
Halsted St & Dickens Ave,5,3,1,1.1429271475358969
Dearborn St & Erie St,13,6,2,1.4378398740750131
Clarendon Ave & Junior Ter,15,6,1,1.2637364874581076
Indiana Ave & Roosevelt Rd,17,1,2,1.8091716379617901
Mies van der Rohe Way & Chestnut St,12,5,4,1.416734573109615
Lakeview Ave & Fullerton Pkwy,16,0,3,1.4478586267667932
Orleans St & Chestnut St (NEXT Apts),12,1,1,1.17748345667634
Financial Pl & Ida B Wells Dr,17,4,3,1.2631853712674133
Broadway & Cornelia Ave,12,2,1,1.2845273682652365
Wabash Ave & 9th St,8,0,4,1.7212200100212822
Wilton Ave & Diversey Pkwy,8,1,2,1.504429132754309
Michigan Ave & Washington St,18,1,5,1.8864387008605923
Clarendon Ave & Gordon Ter,10,5,1,1.1684658616271828
Smith Park,18,1,1,1.191456355978731
Sheffield Ave & Willow St,15,4,1,1.3299130856104258
Franklin St & Chicago Ave,9,2,1,1.9858040335229112
W Armitage Ave & N Sheffield Ave,17,0,1,1.2164119640503555
Franklin St & Chicago Ave,5,0,1,1.1332180872053543
Bissell St & Armitage Ave,1,0,1,1.030347121603696
Ashland Ave & Augusta Blvd,16,1,1,1.2035739543937043
Michigan Ave & 8th St,17,2,1,1.3016699909697098
Clinton St & Roosevelt Rd,20,4,1,1.133053571767223
Larrabee St & Kingsbury St,18,2,3,2.7148001055102444
Southport Ave & Wellington Ave,8,2,1,1.5821790590675888
Orleans St & Hubbard St,11,1,2,1.2252597242554635
Ashland Ave & Grand Ave,9,2,1,1.2251024125395582
Desplaines St & Jackson Blvd,8,3,2,1.7134305138535024
Wells St & Evergreen Ave,13,0,2,1.1316345828371503
Campbell Ave & North Ave,16,5,1,1.3665205387852737
Dearborn St & Erie St,15,1,1,1.6477756404341464
Wells St & Concord Ln,5,2,1,1.4732179516333934
Burling St & Diversey Pkwy,16,6,1,1.2472238170180026
DuSable Museum,15,0,1,1.2063751568792451
Stockton Dr & Wrightwood Ave,8,1,2,1.3628465628554833
Columbus Dr & Randolph St,17,5,4,1.6461291222499939
Calumet Ave & 18th St,8,2,2,1.1739620524702
McClurg Ct & Erie St,16,5,1,1.3720891400354036
Dearborn St & Monroe St,20,1,2,1.1985789729259786
Franklin St & Illinois St,7,3,1,1.6243657482748801
Sedgwick St & North Ave,16,5,2,1.3822635698706642
Wabash Ave & Grand Ave,16,4,9,3.2642216677801033
Wells St & Hubbard St,9,3,1,1.6389876762183329
Field Blvd & South Water St,7,5,1,1.2298559195164476
Paulina St & 18th St,10,3,1,1.237413736385022
Desplaines St & Kinzie St,12,1,1,1.5829094224440694
Michigan Ave & Washington St,4,2,1,1.0419119942192794
Clark St & Lincoln Ave,15,2,2,1.2415411180475604
Clark St & Montrose Ave,21,2,1,1.1281006383633727
Rockwell St & Eastwood Ave,14,5,1,1.1693398922172376
Sheridan Rd & Noyes St (NU),15,2,1,1.2462307732199744
Sheridan Rd & Montrose Ave,9,4,2,1.1400683151463271
Paulina St & 18th St,11,1,1,1.129208896882987
Ogden Ave & Race Ave,6,4,1,1.1346391379160712
Clark St & Lunt Ave,21,3,1,1.1720015348716124
Mason Ave & Belmont Ave,10,4,1,1.0877640330277927
Wood St & Milwaukee Ave,18,1,2,1.7625162034902484
Wells St & Concord Ln,15,0,2,2.0850269926603895
Desplaines St & Randolph St,16,0,1,2.014158720666016
Kingsbury St & Kinzie St,5,0,1,1.1958171974224607
Ellis Ave & 60th St,16,1,4,2.2075914256452176
Ashland Ave & Wellington Ave,17,1,1,1.3415227470293516
May St & Taylor St,12,2,2,1.6033825030642967
Canal St & Taylor St,5,3,1,1.0347923292002061
Aberdeen St & Randolph St,17,0,1,1.7940819393305356
Milwaukee Ave & Grand Ave,9,2,2,1.3726564823871894
Wilton Ave & Diversey Pkwy,20,5,1,1.4931680550057376
Ogden Ave & Congress Pkwy,14,1,1,1.1029641334993479
Kingsbury St & Erie St,5,2,1,1.3692441804381061
Wells St & Elm St,5,1,1,1.0894672065755189
Southport Ave & Wellington Ave,8,1,2,1.8086622749674621
Rush St & Cedar St,13,6,2,1.5735625718644661
Clinton St & Polk St,12,1,1,1.104411637236941
Damen Ave & Thomas St (Augusta Blvd),9,2,1,1.1681599818375572
McCormick Place,7,0,1,1.1495861794446218
Orleans St & Chestnut St (NEXT Apts),13,4,1,1.1843134418893335
DuSable Lake Shore Dr & Wellington Ave,18,1,2,1.2677417870731027
Field Blvd & South Water St,5,3,1,1.0347923292002061
LaSalle Dr & Huron St,14,6,1,1.342571675749253
Ellis Ave & 55th St,20,1,1,1.4939748396978139
Rush St & Superior St,16,3,2,1.3781169322188667
Kimbark Ave & 53rd St,12,3,1,1.5675230110879037
Harper Ave & 59th St,12,5,1,1.182795729581298
Western Ave & Leland Ave,20,5,2,1.143361883443988
Desplaines St & Kinzie St,22,0,1,1.1536530240630862
Glenwood Ave & Morse Ave,19,2,1,1.2447293842707992
Broadway & Barry Ave,10,0,2,1.3091199790940542
Sheffield Ave & Kingsbury St,13,6,4,1.671567685891148
Clifton Ave & Armitage Ave,14,0,1,1.216685134867661
Southport Ave & Irving Park Rd,22,0,1,1.0998183912666537
State St & 33rd St,17,3,2,1.6127398015437873
Stetson Ave & South Water St,13,3,1,1.389661790498029
Ellis Ave & 55th St,14,5,1,1.753417527647791
Calumet Ave & 18th St,12,6,1,1.1561254934562606
Green St & Madison St,8,4,2,1.4838498675387222
Ada St & Washington Blvd,18,3,1,1.4619121768775443
Lincoln Ave & Waveland Ave,11,5,1,1.1833333906519805
Wells St & Hubbard St,18,4,2,2.3379112014128167
Sedgwick St & Huron St,16,0,1,1.590026707521189
Campbell Ave & North Ave,12,0,1,1.1758291370136327
Leavitt St & North Ave,16,2,1,1.1677583720395832
Green St & Madison St,18,0,1,1.9287499455260155
Clark St & Randolph St,9,2,2,1.466388631328489
Wells St & Huron St,13,4,1,1.468418685073097
Wells St & Concord Ln,0,6,2,1.5361683622927094
LaSalle St & Illinois St,16,6,1,1.351834546931179
Racine Ave & Wrightwood Ave,7,2,1,1.3356805675939187
Clark St & Berwyn Ave,9,6,1,1.13372526599064
LaSalle St & Illinois St,13,5,1,1.4060778588379839
Halsted St & Clybourn Ave,6,1,1,1.1204152724345118
Clarendon Ave & Junior Ter,14,6,2,1.3110110491941003
Dearborn St & Monroe St,20,2,1,1.2072270012420723
MLK Jr Dr & 29th St,17,6,1,1.2670464539448394
Campbell Ave & Fullerton Ave,17,1,2,1.2105963278338054
Michigan Ave & Pearson St,22,4,1,1.1174851654901041
Larrabee St & North Ave,8,3,1,1.2586897505366954
Mies van der Rohe Way & Chestnut St,21,1,1,1.3292231784849156
Elston Ave & Cortland St,14,1,1,1.166133115192734
Campbell Ave & North Ave,8,1,1,1.197419806474059
Blackstone Ave & Hyde Park Blvd,14,6,1,1.1859460503169112
Clark St & Elm St,13,5,1,2.3609045683848318
Dearborn St & Erie St,7,2,1,1.5951046310500643
Clark St & Schiller St,5,4,1,1.1148348198259554
Halsted St & Wrightwood Ave,21,1,2,1.3672415183746411
Dearborn St & Monroe St,20,2,1,1.2072270012420723
Ashland Ave & Grand Ave,5,5,1,1.0105654534177213
Clark St & Schreiber Ave,1,3,1,1.0
Ellis Ave & 55th St,19,0,1,2.505328009298859
Racine Ave & Congress Pkwy,16,1,1,1.363916387624414
Larrabee St & Armitage Ave,16,5,2,1.3723522413293052
Damen Ave & Sunnyside Ave,8,0,1,1.1435549647867602
DuSable Lake Shore Dr & Monroe St,15,5,4,2.5754799757098503
Dearborn St & Adams St,9,1,4,1.2395592761902783
